,training_loss,testing_loss,learning_rate
0,0.7665281,0.69931495,0.001
1,0.6503439,0.5901565,0.001
2,0.5142942,0.47092152,0.001
3,0.401517,0.37711665,0.001
4,0.32054234,0.30274788,0.001
5,0.28279033,0.26855543,0.001
6,0.23224056,0.21948446,0.001
7,0.21194895,0.19994752,0.001
8,0.18326752,0.17414439,0.001
9,0.16679658,0.16013546,0.001
10,0.15622793,0.14977022,0.001
11,0.14789282,0.14203042,0.001
12,0.14357409,0.13756852,0.001
13,0.13597181,0.13048142,0.001
14,0.13434115,0.12905173,0.001
15,0.12655255,0.12145022,0.001
16,0.13078746,0.1257144,0.001
17,0.11986338,0.11483433,0.001
18,0.12714183,0.122164354,0.001
19,0.11463936,0.110103145,0.001
20,0.12187938,0.117499754,0.001
21,0.10973186,0.10581384,0.001
22,0.116955705,0.11278697,0.001
23,0.10621946,0.10238788,0.001
24,0.11153738,0.1076936,0.001
25,0.10255172,0.0990586,0.001
26,0.106735006,0.103021175,0.001
27,0.10035817,0.096805595,0.001
28,0.106917135,0.103180975,0.001
29,0.100255504,0.09659912,0.001
30,0.09934307,0.095629394,0.001
31,0.096401,0.09262839,0.001
32,0.10203294,0.09810731,0.001
33,0.10141435,0.09749682,0.001
34,0.097337134,0.09314449,0.001
35,0.090611674,0.08599716,0.001
36,0.08872258,0.08421424,0.001
37,0.08722765,0.08245189,0.001
38,0.08601245,0.08106433,0.001
39,0.084457345,0.07935833,0.001
40,0.08315162,0.07798999,0.001
41,0.082450844,0.0773002,0.001
42,0.08167447,0.076517515,0.001
43,0.08085411,0.075694345,0.001
